participant_id,project_code,survey_language,country,institute_code,setting,condition,greencar,greensoap,greendishwasher,race,recoded_race,nationality,original_gender,gender,original_age,age,RorD,LiborCon
3265,24,English,USA,15,Online,status story,No,Yes,No,hispanic,,,female,Female,19,19,,Liberal
3266,24,English,USA,15,Online,control story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,45,45,,
3267,24,English,USA,15,Online,status story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,27,27,,Conservative
3268,24,English,USA,15,Online,status story,Yes,No,No,white (non-hispanic),,,female,Female,29,29,,
3269,24,English,USA,15,Online,control story,Yes,No,Yes,white (non-hispanic),,,female,Female,39,39,,Conservative
3270,24,English,USA,15,Online,control story,No,No,No,white (non-hispanic),,,male,Male,51,51,,
3271,24,English,USA,15,Online,status story,No,Yes,No,white (non-hispanic),,,female,Female,22,22,,Liberal
3272,24,English,USA,15,Online,control story,No,No,Yes,white (non-hispanic),,,non-binary or transgender,non-binary or transgender,21,21,,Liberal
3273,24,English,USA,15,Online,status story,No,No,Yes,white (non-hispanic),,,female,Female,22,22,,
3274,24,English,USA,15,Online,status story,Yes,No,Yes,white (non-hispanic),,,female,Female,19,19,,
3275,24,English,USA,15,Online,control story,No,Yes,Yes,white (non-hispanic),,,male,Male,20,20,,Conservative
3276,24,English,USA,15,Online,status story,No,No,Yes,white (non-hispanic),,,female,Female,19,19,,
3277,24,English,USA,15,Online,status story,No,Yes,Yes,white (non-hispanic),,,female,Female,19,19,,Liberal
3278,24,English,USA,15,Online,control story,Yes,No,Yes,asian/pacific islander,,,female,Female,19,19,,
3279,24,English,USA,15,Online,control story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,19,19,,Conservative
3280,24,English,USA,15,Online,status story,No,Yes,No,white (non-hispanic),,,female,Female,18,18,,
3281,24,English,USA,15,Online,status story,No,Yes,Yes,white (non-hispanic),,,female,Female,18,18,,Liberal
3282,24,English,USA,15,Online,control story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,20,20,,Conservative
3283,24,English,USA,15,Online,status story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,18,18,,Liberal
3284,24,English,USA,15,Online,control story,No,No,No,black (non-hispanic),,,male,Male,18,18,,
3285,24,English,USA,15,Online,control story,Yes,No,Yes,black (non-hispanic),,,female,Female,18,18,,Liberal
3286,24,English,USA,15,Online,status story,No,Yes,No,white (non-hispanic),,,female,Female,18,18,,Conservative
3287,24,English,USA,15,Online,control story,No,Yes,Yes,hispanic,,,female,Female,22,22,,Conservative
3288,24,English,USA,15,Online,status story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,36,36,,
3289,24,English,USA,15,Online,control story,No,No,No,white (non-hispanic),,,female,Female,25,25,,Conservative
3290,24,English,USA,15,Online,status story,No,Yes,Yes,white (non-hispanic),,,male,Male,35,35,,Liberal
3291,24,English,USA,15,Online,control story,No,No,Yes,other,,,male,Male,21,21,,Liberal
3292,24,English,USA,15,Online,status story,No,Yes,Yes,white (non-hispanic),,,female,Female,25,25,,
3293,24,English,USA,15,Online,control story,No,No,No,white (non-hispanic),,,female,Female,39,39,,Liberal
3294,24,English,USA,15,Online,status story,No,No,No,white (non-hispanic),,,female,Female,20,20,,Conservative
3295,24,English,USA,15,Online,control story,Yes,No,No,white (non-hispanic),,,male,Male,19,19,,Conservative
3296,24,English,USA,15,Online,status story,Yes,Yes,No,black (non-hispanic),,,female,Female,22,22,,
3297,24,English,USA,15,Online,status story,No,No,No,,,,,,,,,
3298,24,English,USA,15,Online,,No,No,No,,,,,,,,,
3299,24,English,USA,15,Online,control story,Yes,No,Yes,white (non-hispanic),,,male,Male,23,23,,
3300,24,English,USA,15,Online,status story,Yes,No,No,white (non-hispanic),,,female,Female,19,19,,Liberal
3301,24,English,USA,15,Online,status story,Yes,Yes,Yes,white (non-hispanic),,,male,Male,20,20,,
3302,24,English,USA,15,Online,control story,Yes,Yes,No,white (non-hispanic),,,female,Female,20,20,,Liberal
3303,24,English,USA,15,Online,,No,No,No,,,,,,,,,
3304,24,English,USA,15,Online,status story,No,No,Yes,white (non-hispanic),,,female,Female,19,19,,Liberal
3305,24,English,USA,15,Online,control story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,30,30,,
3306,24,English,USA,15,Online,,No,No,No,,,,,,,,,
3307,24,English,USA,15,Online,status story,Yes,No,No,white (non-hispanic),,,female,Female,32,32,,
3308,24,English,USA,15,Online,control story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,32,32,,
3309,24,English,USA,15,Online,status story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,20,20,,Liberal
3310,24,English,USA,15,Online,control story,No,No,Yes,white (non-hispanic),,,male,Male,19,19,,Liberal
3311,24,English,USA,15,Online,status story,No,No,Yes,white (non-hispanic),,,non-binary or transgender,non-binary or transgender,20,20,,Liberal
3312,24,English,USA,15,Online,status story,No,No,Yes,white (non-hispanic),,,female,Female,19,19,,
3313,24,English,USA,15,Online,control story,No,No,No,white (non-hispanic),,,female,Female,19,19,,Liberal
3314,24,English,USA,15,Online,control story,Yes,No,No,white (non-hispanic),,,male,Male,19,19,,Liberal
3315,24,English,USA,15,Online,status story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,36,36,,
3316,24,English,USA,15,Online,,No,No,No,,,,,,,,,
3317,24,English,USA,15,Online,,No,No,No,,,,,,,,,
3318,24,English,USA,15,Online,status story,Yes,No,No,other,,,female,Female,21,21,,Liberal
3319,24,English,USA,15,Online,control story,No,Yes,No,white (non-hispanic),,,female,Female,23,23,,Liberal
3320,24,English,USA,15,Online,status story,Yes,Yes,Yes,white (non-hispanic),,,female,Female,21,21,,Conservative
3321,24,English,USA,15,Online,control story,Yes,Yes,Yes,white (non-hispanic),,,male,Male,21,21,,
3322,24,English,USA,15,Online,control story,No,No,No,white (non-hispanic),,,male,Male,22,22,,Conservative
3323,24,English,USA,15,Online,status story,Yes,Yes,No,white (non-hispanic),,,female,Female,23,23,,Conservative
3324,24,English,USA,15,Online,control story,Yes,Yes,Yes,asian/pacific islander,,,female,Female,20,20,,
3325,24,English,USA,15,Online,status story,No,Yes,No,white (non-hispanic),,,female,Female,28,28,,
3326,24,English,USA,15,Online,control story,Yes,Yes,Yes,white (non-hispanic),,,male,Male,28,28,,
3327,24,English,USA,15,Online,control story,No,No,No,american indian/native,,,female,Female,22,22,,
3328,24,English,USA,15,Online,status story,No,Yes,No,white (non-hispanic),,,female,Female,20,20,,Conservative
3329,24,English,USA,15,Online,control story,No,Yes,No,white (non-hispanic),,,female,Female,20,20,,Conservative
3330,24,English,USA,15,Online,status story,No,No,No,white (non-hispanic),,,female,Female,32,32,,Conservative
3331,24,English,USA,15,Online,status story,No,No,No,,,,,,,,,
3332,24,English,USA,15,Online,status story,No,Yes,No,white (non-hispanic),,,female,Female,20,20,,Conservative
3333,24,English,USA,15,Online,control story,No,Yes,Yes,hispanic,,,female,Female,21,21,,
3334,24,English,USA,15,Online,control story,Yes,No,Yes,black (non-hispanic),,,male,Male,45,45,,
3335,24,English,USA,15,Online,status story,No,Yes,No,black (non-hispanic),,,male,Male,45,45,,
3336,24,English,USA,15,Online,control story,No,No,Yes,asian/pacific islander,,,female,Female,20,20,,
3337,24,English,USA,15,Online,status story,No,No,Yes,black (non-hispanic),,,female,Female,20,20,,
3338,5,English,USA,6,Online,control story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3339,5,English,USA,6,Online,control story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,42,42,,
3340,5,English,USA,6,Online,control story,No,No,No,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,20,20,,
3341,5,English,USA,6,Online,control story,Yes,,Yes,Black or African American,Black or African American,,Female,Female,28,28,,
3342,5,English,USA,6,Online,control story,No,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,23,23,,
3343,5,English,USA,6,Online,control story,Yes,No,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,20,20,,
3344,5,English,USA,6,Online,control story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,20,20,,
3345,5,English,USA,6,Online,control story,No,No,No,Black or African American,Black or African American,,Female,Female,46,46,,
3346,5,English,USA,6,Online,control story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3347,5,English,USA,6,Online,control story,No,No,No,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,27,27,,
3348,5,English,USA,6,Online,control story,No,No,No,American Indian or Native Alaskan,American Indian or Alaska Native,,Female,Female,19,19,,
3349,5,English,USA,6,Online,control story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,19,19,,
3350,5,English,USA,6,Online,control story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,19,19,,
3351,5,English,USA,6,Online,control story,Yes,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,22,22,,
3352,5,English,USA,6,Online,control story,No,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3353,5,English,USA,6,Online,control story,Yes,No,Yes,Black or African American,Black or African American,,Male,Male,19,19,,
3354,5,English,USA,6,Online,control story,No,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3355,5,English,USA,6,Online,control story,No,No,Yes,American Indian or Native Alaskan,American Indian or Alaska Native,,Male,Male,18,18,,
3356,5,English,USA,6,Online,control story,Yes,No,No,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,22,22,,
3357,5,English,USA,6,Online,control story,No,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,61,61,,
3358,5,English,USA,6,Online,control story,No,No,No,Black or African American,Black or African American,,Female,Female,23,23,,
3359,5,English,USA,6,Online,control story,Yes,No,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,20,20,,
3360,5,English,USA,6,Online,control story,Yes,No,No,Black or African American,Black or African American,,Male,Male,24,24,,
3361,5,English,USA,6,Online,control story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,19,19,,
3362,5,English,USA,6,Online,control story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3363,5,English,USA,6,Online,control story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,20,20,,
3364,5,English,USA,6,Online,control story,No,No,No,Black or African American,Black or African American,,Female,Female,21,21,,
3365,5,English,USA,6,Online,control story,Yes,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,18,18,,
3366,5,English,USA,6,Online,control story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3367,5,English,USA,6,Online,control story,Yes,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,28,28,,
3368,5,English,USA,6,Online,control story,No,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,18,18,,
3369,5,English,USA,6,Online,control story,Yes,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,18,18,,
3370,5,English,USA,6,Online,control story,Yes,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,20,20,,
3371,5,English,USA,6,Online,control story,Yes,Yes,No,Black or African American,Black or African American,,Male,Male,19,19,,
3372,5,English,USA,6,Online,control story,No,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,20,20,,
3373,5,English,USA,6,Online,control story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,20,20,,
3374,5,English,USA,6,Online,control story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,18,18,,
3375,5,English,USA,6,Online,control story,Yes,No,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,30,30,,
3376,5,English,USA,6,Online,control story,No,No,No,American Indian or Native Alaskan,American Indian or Alaska Native,,Male,Male,18,18,,
3377,5,English,USA,6,Online,control story,Yes,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,31,31,,
3378,5,English,USA,6,Online,control story,Yes,Yes,No,Black or African American,Black or African American,,Female,Female,33,33,,
3379,5,English,USA,6,Online,control story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3380,5,English,USA,6,Online,control story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,22,22,,
3381,5,English,USA,6,Online,control story,No,No,No,Middle Eastern or North African,Middle Eastern or North African,,Female,Female,20,20,,
3382,5,English,USA,6,Online,control story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,20,20,,
3383,5,English,USA,6,Online,control story,Yes,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,19,19,,
3384,5,English,USA,6,Online,control story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,18,18,,
3385,5,English,USA,6,Online,control story,Yes,No,No,Black or African American,Black or African American,,Male,Male,19,19,,
3386,5,English,USA,6,Online,control story,Yes,No,No,Middle Eastern or North African,Middle Eastern or North African,,Female,Female,19,19,,
3387,5,English,USA,6,Online,control story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,22,22,,
3388,5,English,USA,6,Online,control story,No,Yes,No,Middle Eastern or North African,Middle Eastern or North African,,Female,Female,19,19,,
3389,5,English,USA,6,Online,control story,Yes,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,18,18,,
3390,5,English,USA,6,Online,control story,,No,Yes,Black or African American,Black or African American,,Male,Male,22,22,,
3391,5,English,USA,6,Online,control story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3392,5,English,USA,6,Online,control story,Yes,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3393,5,English,USA,6,Online,control story,No,Yes,No,Black or African American,Black or African American,,Male,Male,19,19,,
3394,5,English,USA,6,Online,control story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,35,35,,
3395,5,English,USA,6,Online,control story,Yes,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,19,19,,
3396,5,English,USA,6,Online,control story,No,Yes,Yes,Black or African American,Black or African American,,Male,Male,20,20,,
3397,5,English,USA,6,Online,control story,Yes,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,18,18,,
3398,5,English,USA,6,Online,control story,Yes,No,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,22,22,,
3399,5,English,USA,6,Online,control story,No,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,18,18,,
3400,5,English,USA,6,Online,control story,Yes,Yes,No,Black or African American,Black or African American,,Female,Female,17,17,,
3401,5,English,USA,6,Online,control story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,19,19,,
3402,5,English,USA,6,Online,control story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,19,19,,
3403,5,English,USA,6,Online,control story,No,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,22,22,,
3404,5,English,USA,6,Online,control story,Yes,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,26,26,,
3405,5,English,USA,6,Online,control story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,28,28,,
3406,5,English,USA,6,Online,control story,Yes,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3407,5,English,USA,6,Online,control story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,18,18,,
3408,5,English,USA,6,Online,control story,No,No,No,Black or African American,Black or African American,,Male,Male,27,27,,
3409,5,English,USA,6,Online,control story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,18,18,,
3410,5,English,USA,6,Online,control story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,29,29,,
3411,5,English,USA,6,Online,control story,Yes,No,No,Black or African American,Black or African American,,Male,Male,17,17,,
3412,5,English,USA,6,Online,control story,Yes,No,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,24,24,,
3413,5,English,USA,6,Online,status story,Yes,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,19,19,,
3414,5,English,USA,6,Online,status story,Yes,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,22,22,,
3415,5,English,USA,6,Online,status story,Yes,No,No,Black or African American,Black or African American,,Male,Male,30,30,,
3416,5,English,USA,6,Online,status story,Yes,No,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,19,19,,
3417,5,English,USA,6,Online,status story,No,No,No,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,20,20,,
3418,5,English,USA,6,Online,status story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,21,21,,
3419,5,English,USA,6,Online,status story,Yes,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3420,5,English,USA,6,Online,status story,No,Yes,Yes,American Indian or Native Alaskan,American Indian or Alaska Native,,Male,Male,18,18,,
3421,5,English,USA,6,Online,status story,Yes,No,No,Middle Eastern or North African,Middle Eastern or North African,,Female,Female,23,23,,
3422,5,English,USA,6,Online,status story,Yes,Yes,No,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,18,18,,
3423,5,English,USA,6,Online,status story,No,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,21,21,,
3424,5,English,USA,6,Online,status story,Yes,No,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,19,19,,
3425,5,English,USA,6,Online,status story,No,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,18,18,,
3426,5,English,USA,6,Online,status story,No,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,19,19,,
3427,5,English,USA,6,Online,status story,No,No,No,Black or African American,Black or African American,,Male,Male,31,31,,
3428,5,English,USA,6,Online,status story,Yes,No,Yes,Middle Eastern or North African,Middle Eastern or North African,,Female,Female,20,20,,
3429,5,English,USA,6,Online,status story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,17,17,,
3430,5,English,USA,6,Online,status story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,22,22,,
3431,5,English,USA,6,Online,status story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,20,20,,
3432,5,English,USA,6,Online,status story,Yes,No,Yes,Black or African American,Black or African American,,Female,Female,19,19,,
3433,5,English,USA,6,Online,status story,Yes,Yes,Yes,Black or African American,Black or African American,,Male,Male,19,19,,
3434,5,English,USA,6,Online,status story,No,Yes,No,Black or African American,Black or African American,,Male,Male,34,34,,
3435,5,English,USA,6,Online,status story,No,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3436,5,English,USA,6,Online,status story,Yes,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,26,26,,
3437,5,English,USA,6,Online,status story,Yes,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3438,5,English,USA,6,Online,status story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3439,5,English,USA,6,Online,status story,Yes,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,18,18,,
3440,5,English,USA,6,Online,status story,Yes,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,25,25,,
3441,5,English,USA,6,Online,status story,No,No,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,20,20,,
3442,5,English,USA,6,Online,status story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,19,19,,
3443,5,English,USA,6,Online,status story,No,No,No,Black or African American,Black or African American,,Male,Male,29,29,,
3444,5,English,USA,6,Online,status story,No,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,47,47,,
3445,5,English,USA,6,Online,status story,No,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,25,25,,
3446,5,English,USA,6,Online,status story,Yes,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,20,20,,
3447,5,English,USA,6,Online,status story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,20,20,,
3448,5,English,USA,6,Online,status story,No,No,No,Black or African American,Black or African American,,Male,Male,20,20,,
3449,5,English,USA,6,Online,status story,Yes,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3450,5,English,USA,6,Online,status story,Yes,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3451,5,English,USA,6,Online,status story,No,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,19,19,,
3452,5,English,USA,6,Online,status story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,23,23,,
3453,5,English,USA,6,Online,status story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3454,5,English,USA,6,Online,status story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,19,19,,
3455,5,English,USA,6,Online,status story,No,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3456,5,English,USA,6,Online,status story,No,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,37,37,,
3457,5,English,USA,6,Online,status story,No,No,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,19,19,,
3458,5,English,USA,6,Online,status story,No,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,22,22,,
3459,5,English,USA,6,Online,status story,No,No,No,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,19,19,,
3460,5,English,USA,6,Online,status story,No,No,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,23,23,,
3461,5,English,USA,6,Online,status story,No,No,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3462,5,English,USA,6,Online,status story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,18,18,,
3463,5,English,USA,6,Online,status story,Yes,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,40,40,,
3464,5,English,USA,6,Online,status story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,54,54,,
3465,5,English,USA,6,Online,status story,No,No,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,21,21,,
3466,5,English,USA,6,Online,status story,Yes,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,19,19,,
3467,5,English,USA,6,Online,status story,No,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3468,5,English,USA,6,Online,status story,,,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3469,5,English,USA,6,Online,status story,Yes,Yes,No,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,19,19,,
3470,5,English,USA,6,Online,status story,No,Yes,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,20,20,,
3471,5,English,USA,6,Online,status story,Yes,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,18,18,,
3472,5,English,USA,6,Online,status story,Yes,Yes,Yes,Asian or Asian Indian,Asian or Asian Indian,,Female,Female,26,26,,
3473,5,English,USA,6,Online,status story,Yes,No,No,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,20,20,,
3474,5,English,USA,6,Online,status story,Yes,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3475,5,English,USA,6,Online,status story,No,Yes,Yes,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,19,19,,
3476,5,English,USA,6,Online,status story,No,Yes,No,Asian or Asian Indian,Asian or Asian Indian,,Male,Male,19,19,,
3477,5,English,USA,6,Online,status story,No,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Female,Female,20,20,,
3478,5,English,USA,6,Online,status story,No,No,Yes,"Hispanic, Latino, or Spanish",Hispanic or Latino,,Male,Male,21,21,,
3479,5,English,USA,6,Online,status story,No,No,No,Middle Eastern or North African,Middle Eastern or North African,,Male,Male,20,20,,
3480,7,English,Canada,4,Online,no story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3481,7,English,Canada,4,Online,status story,No,Yes,Yes,NA,,,NA,,NA,,,
3482,7,English,Canada,4,Online,control story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3483,7,English,Canada,4,Online,no story,Yes,Yes,No,NA,,,NA,,NA,,,
3484,7,English,Canada,4,Online,status story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3485,7,English,Canada,4,Online,control story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3486,7,English,Canada,4,Online,no story,No,Yes,No,NA,,,NA,,NA,,,
3487,7,English,Canada,4,Online,control story,Yes,No,Yes,NA,,,NA,,NA,,,
3488,7,English,Canada,4,Online,status story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3489,7,English,Canada,4,Online,no story,No,Yes,Yes,NA,,,NA,,NA,,,
3490,7,English,Canada,4,Online,control story,No,No,No,NA,,,NA,,NA,,,
3491,7,English,Canada,4,Online,status story,No,No,Yes,NA,,,NA,,NA,,,
3492,7,English,Canada,4,Online,status story,No,No,No,NA,,,NA,,NA,,,
3493,7,English,Canada,4,Online,control story,Yes,Yes,No,NA,,,NA,,NA,,,
3494,7,English,Canada,4,Online,no story,Yes,Yes,No,NA,,,NA,,NA,,,
3495,7,English,Canada,4,Online,control story,No,Yes,No,NA,,,NA,,NA,,,
3496,7,English,Canada,4,Online,no story,No,Yes,No,NA,,,NA,,NA,,,
3497,7,English,Canada,4,Online,status story,Yes,No,Yes,NA,,,NA,,NA,,,
3498,7,English,Canada,4,Online,control story,Yes,Yes,No,NA,,,NA,,NA,,,
3499,7,English,Canada,4,Online,no story,No,Yes,No,NA,,,NA,,NA,,,
3500,7,English,Canada,4,Online,status story,No,Yes,No,NA,,,NA,,NA,,,
3501,7,English,Canada,4,Online,status story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3502,7,English,Canada,4,Online,no story,Yes,No,No,NA,,,NA,,NA,,,
3503,7,English,Canada,4,Online,control story,No,Yes,Yes,NA,,,NA,,NA,,,
3504,7,English,Canada,4,Online,status story,Yes,No,Yes,NA,,,NA,,NA,,,
3505,7,English,Canada,4,Online,no story,No,No,Yes,NA,,,NA,,NA,,,
3506,7,English,Canada,4,Online,control story,No,Yes,Yes,NA,,,NA,,NA,,,
3507,7,English,Canada,4,Online,status story,No,Yes,No,NA,,,NA,,NA,,,
3508,7,English,Canada,4,Online,no story,No,No,Yes,NA,,,NA,,NA,,,
3509,7,English,Canada,4,Online,control story,Yes,No,Yes,NA,,,NA,,NA,,,
3510,7,English,Canada,4,Online,no story,No,No,No,NA,,,NA,,NA,,,
3511,7,English,Canada,4,Online,status story,Yes,No,No,NA,,,NA,,NA,,,
3512,7,English,Canada,4,Online,status story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3513,7,English,Canada,4,Online,no story,Yes,Yes,Yes,NA,,,NA,,NA,,,
3514,7,English,Canada,4,Online,control story,Yes,Yes,Yes,NA,,,NA,,NA,,,
